Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,source_file,Period_clean,Period_date,month,year,breach_rate,prev_month_breach,rolling_3m_avg,is_winter,trust_hist_avg,attendance_change,trust_encoded
MSitAE-JANUARY-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11656,1642,4848,0,0,992,4559,150,1,0,0,0,749,41,3591,24,0,2909,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,39.11290322580645,40.892405579574195,40.866206546908614,1,39.46164934139282,-4.918835141528676,99
MSitAE-FEBRUARY-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11293,1530,4882,0,0,1063,4249,110,5,0,0,0,544,35,3415,17,0,2611,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,37.62507748162579,39.11290322580645,40.58825516340349,1,39.46164934139282,-3.114275909402886,99
MSitAE-MARCH-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12877,1781,5416,0,0,1188,4559,215,1,0,0,0,525,37,3769,22,0,2861,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,35.404209054904086,37.62507748162579,39.21012876233548,0,39.46164934139282,14.026388027981929,99
MSitAE-APRIL-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11926,1645,6352,0,0,1051,4751,192,0,0,0,0,738,85,3648,24,0,2898,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,39.83733020291799,35.404209054904086,37.38072992077877,0,39.46164934139282,-7.38526054205172,99
MSitAE-MAY-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12515,1701,6488,0,0,1084,4128,208,0,0,0,0,445,26,3731,23,0,2834,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,32.98441869756292,39.83733020291799,37.622205579815954,0,39.46164934139282,4.938789200067073,99
MSitAE-JUNE-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12288,1745,6292,0,0,1103,4473,89,1,0,0,0,595,48,3521,21,0,2799,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,36.4013671875,32.98441869756292,36.075319318461666,0,39.46164934139282,-1.8138234119057128,99
MSitAE-JULY-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12588,1814,6401,0,0,982,4243,62,0,0,0,0,407,28,3721,23,0,2910,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,33.70670479822053,36.4013671875,36.4077053626603,0,39.46164934139282,2.44140625,99
MSitAE-AUGUST-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11603,1593,5845,0,0,992,4166,83,0,0,0,0,356,41,3484,15,0,2696,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,35.904507454968545,33.70670479822053,34.36416356109448,0,39.46164934139282,-7.824912615189072,99
MSitAE-SEPTEMBER-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12773,1735,6244,0,0,1068,5163,79,0,0,0,0,541,12,3792,20,0,2882,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,40.42120097079778,35.904507454968545,35.33752648022969,0,39.46164934139282,10.08359906920624,99
MSitAE-OCTOBER-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,13761,1760,6799,0,0,1338,5390,62,0,0,0,0,595,42,3890,24,0,2909,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,39.168665067945646,40.42120097079778,36.677471074662286,1,39.46164934139282,7.735066155171055,99
MSitAE-NOVEMBER-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,13567,1570,6522,0,0,1293,5561,54,12,0,0,0,586,48,3864,15,0,2708,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,40.98916488538365,39.168665067945646,38.498124497903994,1,39.46164934139282,-1.4097812658963704,99
MSitAE-DECEMBER-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12604,1576,6407,0,0,1379,5205,46,28,0,0,0,569,65,3846,17,0,2735,December-2025-CSV-K7F4Sp.csv,DECEMBER-2025,2025-12-01,12,2025,41.296413836877186,40.98916488538365,40.19301030804235,1,39.46164934139282,-7.0981056976487045,99
MSitAE-JANUARY-2026,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11948,1561,7137,0,0,1371,5103,66,135,0,0,0,669,26,3985,40,0,2948,January-2026-CSV-S6H81b.csv,JANUARY-2026,2026-01-01,1,2026,42.710077000334785,41.296413836877186,40.48474793006883,1,39.46164934139282,-5.204696921612184,99
MSitAE-FEBRUARY-2026,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,10171,1658,8131,0,0,1280,4926,95,172,0,0,0,627,63,3666,26,0,2700,February-2026-CSV-Dl8t54.csv,FEBRUARY-2026,2026-02-01,2,2026,48.431815947301146,42.710077000334785,41.66521857419854,1,39.46164934139282,-14.872782055574152,99
MSitAE-MARCH-2026,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11211,1872,9607,0,0,1442,4662,90,118,0,0,0,293,11,3947,20,0,3074,March-2026-CSV-G49lw.csv,MARCH-2026,2026-03-01,3,2026,41.584158415841586,48.431815947301146,44.146102261504375,0,39.46164934139282,10.225149936092803,99
MSitAE-APRIL-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8483,0,0,1181,0,0,4366,0,0,0,0,0,324,28,1974,0,0,378,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,51.46764116468231,,,0,46.33506624899216,,100
MSitAE-MAY-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9089,0,0,1241,0,0,4853,0,0,0,0,0,473,99,1979,0,0,428,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,53.39421278468478,51.46764116468231,,0,46.33506624899216,7.143699163031947,100
MSitAE-JUNE-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9327,0,0,1145,0,0,4851,0,0,0,0,0,425,77,2076,0,0,409,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,52.01029269861692,53.39421278468478,52.430926974683544,0,46.33506624899216,2.6185498954780506,100
MSitAE-JULY-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9331,0,0,1097,0,0,4642,0,0,0,0,0,568,92,2066,0,0,387,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,49.74815132354517,52.01029269861692,52.290715549328006,0,46.33506624899216,0.042886244237161364,100
MSitAE-AUGUST-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8936,0,0,1056,0,0,4619,0,0,0,0,0,447,80,2171,0,0,331,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,51.689794091316024,49.74815132354517,51.717552268948964,0,46.33506624899216,-4.23320115743222,100
MSitAE-SEPTEMBER-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7638,0,1898,0,0,1099,4641,0,300,0,0,0,498,123,2002,0,0,338,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,60.76197957580518,51.689794091316024,51.149412704492704,0,46.33506624899216,-14.525514771709936,100
MSitAE-OCTOBER-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8461,0,1379,0,0,1119,5213,0,371,0,0,0,498,216,2150,0,0,383,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,61.61210258834653,60.76197957580518,54.06664166355546,1,46.33506624899216,10.77507200837915,100
MSitAE-NOVEMBER-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8426,0,816,0,0,865,5028,0,21,0,0,0,580,128,2057,0,0,480,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,59.67244244006646,61.61210258834653,58.02129208515591,1,46.33506624899216,-0.4136626876255711,100
MSitAE-DECEMBER-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8269,0,1098,0,0,980,5223,0,23,0,0,0,550,95,2161,0,0,423,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,63.16362317087919,59.67244244006646,60.68217486807273,1,46.33506624899216,-1.8632803228103456,100
MSitAE-JANUARY-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8258,0,2055,0,0,915,4633,0,0,0,0,0,654,212,2255,0,0,393,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,56.103172681036575,63.16362317087919,61.4827227330974,1,46.33506624899216,-0.1330269681944607,100
MSitAE-FEBRUARY-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7745,0,2197,0,0,824,4319,0,0,0,0,0,611,167,2082,0,0,362,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,55.765009683666875,56.103172681036575,59.64641276399408,1,46.33506624899216,-6.21215790748365,100
MSitAE-MARCH-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8471,0,2280,0,0,912,4024,0,0,0,0,0,433,101,2189,0,0,406,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,47.50324636996813,55.765009683666875,58.343935178527545,0,46.33506624899216,9.373789541639766,100
MSitAE-APRIL-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7323,0,1962,0,0,766,3558,0,0,0,0,0,583,202,2161,0,0,433,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,48.58664481769767,47.50324636996813,53.12380957822386,0,46.33506624899216,-13.552118994215556,100
MSitAE-MAY-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8607,0,2099,0,0,830,4138,0,0,0,0,0,477,129,2166,0,0,411,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,48.077146508655744,48.58664481769767,50.61830029044423,0,46.33506624899216,17.53379762392462,100
MSitAE-JUNE-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8277,0,1781,0,0,687,4145,0,0,0,0,0,412,124,2132,0,0,310,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,50.078530868672225,48.077146508655744,48.055679232107174,0,46.33506624899216,-3.8340885325897522,100
MSitAE-JULY-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8469,0,1851,0,0,676,4066,0,0,0,0,0,451,121,2151,0,0,469,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,48.01039083717086,50.078530868672225,48.914107398341876,0,46.33506624899216,2.3196810438564697,100
MSitAE-AUGUST-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7939,0,1429,0,0,543,3654,0,0,0,0,0,395,85,2104,0,0,412,Monthly-AE-August-2024.csv,AUGUST-2024,2024-08-01,8,2024,46.02594785237436,48.01039083717086,48.72202273816628,0,46.33506624899216,-6.258117841539734,100
MSitAE-SEPTEMBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8169,0,1781,0,0,457,3891,0,0,0,0,0,466,102,2095,0,0,368,Monthly-AE-September-2024.csv,SEPTEMBER-2024,2024-09-01,9,2024,47.63128901946383,46.02594785237436,48.03828985273915,0,46.33506624899216,2.897090313641515,100
MSitAE-OCTOBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8389,0,2053,0,0,520,4590,0,0,0,0,0,502,171,2311,0,0,398,Monthly-AE-October-2024-revised.csv,OCTOBER-2024,2024-10-01,10,2024,54.71450709262129,47.63128901946383,47.22254256966968,1,46.33506624899216,2.6931080915656658,100
MSitAE-NOVEMBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7812,0,1855,0,0,623,4639,0,0,0,0,0,556,117,1756,0,0,218,Monthly-AE-November-2024-revised.csv,NOVEMBER-2024,2024-11-01,11,2024,59.383000512032766,54.71450709262129,49.45724798815316,1,46.33506624899216,-6.878054595303373,100
MSitAE-DECEMBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8022,0,2229,0,0,788,4949,0,0,0,0,0,584,289,1671,0,0,221,Monthly-AE-December-2024.csv,DECEMBER-2024,2024-12-01,12,2024,61.69284467713787,59.383000512032766,53.90959887470596,1,46.33506624899216,2.6881720430107503,100
MSitAE-JANUARY-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7889,0,1783,0,0,751,4506,0,0,0,0,0,553,190,1692,0,0,224,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,57.117505387248066,61.69284467713787,58.59678409393064,1,46.33506624899216,-1.6579406631762605,100
MSitAE-FEBRUARY-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7328,0,1913,0,0,670,3762,0,0,0,0,0,426,91,1587,0,0,241,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,51.33733624454149,57.117505387248066,59.3977835254729,1,46.33506624899216,-7.111167448345801,100
MSitAE-MARCH-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8544,0,2131,0,0,665,3474,0,0,0,0,0,401,89,1795,0,0,277,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,40.66011235955056,51.33733624454149,56.71589543630915,0,46.33506624899216,16.59388646288209,100
MSitAE-APRIL-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7467,0,1919,0,0,639,3194,0,0,0,0,0,379,87,1752,0,0,296,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,42.774876121601714,40.66011235955056,49.70498466378004,0,46.33506624899216,-12.60533707865169,100
MSitAE-MAY-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8572,0,2012,0,0,568,3928,0,0,0,0,0,463,125,1867,0,0,275,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,45.82361175921606,42.774876121601714,44.924108241897926,0,46.33506624899216,14.79844649792419,100
MSitAE-JUNE-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8513,0,1907,0,0,553,3484,0,0,0,0,0,344,99,1903,0,0,278,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,40.9256431340303,45.82361175921606,43.08620008012278,0,46.33506624899216,-0.6882874475034995,100
MSitAE-JULY-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8719,0,1921,0,0,567,3463,0,0,0,0,0,391,142,1957,0,0,320,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,39.717857552471614,40.9256431340303,43.174710338282694,0,46.33506624899216,2.419828497591925,100
MSitAE-AUGUST-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7952,0,1746,0,0,542,2556,0,0,0,0,0,484,195,1908,0,0,237,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,32.142857142857146,39.717857552471614,42.15570414857265,0,46.33506624899216,-8.79688037618993,100
MSitAE-SEPTEMBER-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8343,0,1926,0,0,650,2187,0,0,0,0,0,547,279,1901,0,0,279,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,26.21359223300971,32.142857142857146,37.595452609786356,0,46.33506624899216,4.917002012072436,100
MSitAE-OCTOBER-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8233,0,2322,0,0,598,2351,0,0,0,0,0,549,240,2000,0,3,319,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,28.555811976193368,26.21359223300971,32.69143564277949,1,46.33506624899216,-1.3184705741340008,100
MSitAE-NOVEMBER-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7743,0,2630,0,0,577,2165,0,0,0,0,0,429,314,1792,0,3,279,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,27.96073873175772,28.555811976193368,28.970753784020076,1,46.33506624899216,-5.951657961860802,100
MSitAE-DECEMBER-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8104,0,2529,0,0,599,2415,0,0,0,0,0,492,181,1957,0,0,301,December-2025-CSV-K7F4Sp.csv,DECEMBER-2025,2025-12-01,12,2025,29.80009871668312,27.96073873175772,27.5767143136536,1,46.33506624899216,4.662275603771149,100
MSitAE-JANUARY-2026,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8998,0,2423,0,0,567,2254,0,0,0,0,0,511,322,2013,0,1,305,January-2026-CSV-S6H81b.csv,JANUARY-2026,2026-01-01,1,2026,25.05001111358079,29.80009871668312,28.772216474878068,1,46.33506624899216,11.031589338598224,100
MSitAE-FEBRUARY-2026,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7845,0,1890,0,0,471,2063,0,0,0,0,0,522,286,1729,0,4,302,February-2026-CSV-Dl8t54.csv,FEBRUARY-2026,2026-02-01,2,2026,26.29700446144041,25.05001111358079,27.603616187340545,1,46.33506624899216,-12.813958657479441,100
MSitAE-MARCH-2026,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8912,0,2230,0,0,525,2370,0,0,0,0,0,477,177,1839,0,1,390,March-2026-CSV-G49lw.csv,MARCH-2026,2026-03-01,3,2026,26.59335727109515,26.29700446144041,27.049038097234774,0,46.33506624899216,13.60101975780752,100
MSitAE-APRIL-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5989,0,871,93,0,0,2408,0,0,28,0,0,681,243,2248,0,0,430,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,40.20704625146101,,,0,42.2643235194751,,101
MSitAE-MAY-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6526,0,1002,56,0,0,2686,0,0,16,0,0,717,437,2291,0,0,563,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,41.15844315047502,40.20704625146101,,0,42.2643235194751,8.966438470529315,101
MSitAE-JUNE-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6571,0,904,77,0,0,2599,0,0,17,0,0,699,410,2236,0,0,592,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,39.552579516055395,41.15844315047502,40.682744700968016,0,42.2643235194751,0.689549494330377,101
MSitAE-JULY-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6565,0,824,119,0,0,2393,0,0,22,0,0,634,283,2072,0,0,591,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,36.45087585681645,39.552579516055395,40.30602297266381,0,42.2643235194751,-0.0913103028458373,101
MSitAE-AUGUST-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6501,0,933,85,0,0,2733,0,0,15,0,0,670,418,1951,0,0,616,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,42.03968620212275,36.45087585681645,39.05396617444896,0,42.2643235194751,-0.9748667174409698,101
MSitAE-SEPTEMBER-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6256,0,962,91,0,0,2773,0,0,31,0,0,463,278,2235,0,0,609,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,44.325447570332486,42.03968620212275,39.34771385833153,0,42.2643235194751,-3.7686509767728027,101
MSitAE-OCTOBER-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6260,0,985,71,0,0,2681,0,0,23,0,0,277,68,2254,0,0,609,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,42.82747603833866,44.325447570332486,40.938669876423894,1,42.2643235194751,0.06393861892584063,101
MSitAE-NOVEMBER-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6323,0,982,29,0,0,2979,0,0,13,0,0,246,71,2260,0,0,658,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,47.11371184564289,42.82747603833866,43.064203270264635,1,42.2643235194751,1.00638977635783,101
MSitAE-DECEMBER-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6108,0,1063,27,0,0,2761,0,0,14,0,0,262,81,2838,0,0,585,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,45.203012442698096,47.11371184564289,44.755545151438014,1,42.2643235194751,-3.400284674996046,101
MSitAE-JANUARY-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6366,0,1014,34,0,0,3310,0,0,13,0,0,313,183,2259,0,0,619,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,51.99497329563305,45.203012442698096,45.04806677555988,1,42.2643235194751,4.223968565815328,101
MSitAE-FEBRUARY-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6130,0,1068,26,0,0,2785,0,0,11,0,0,371,125,2698,0,0,546,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,45.43230016313214,51.99497329563305,48.103899194658005,1,42.2643235194751,-3.707194470625197,101
MSitAE-MARCH-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6694,0,1354,11,0,0,2357,0,0,1,0,0,340,161,2418,0,0,673,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,35.21063639079773,45.43230016313214,47.543428633821094,0,42.2643235194751,9.200652528548115,101
MSitAE-APRIL-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6228,0,1182,31,0,0,2119,0,0,7,0,0,352,142,2283,0,0,652,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,34.023763648041104,35.21063639079773,44.212636616520975,0,42.2643235194751,-6.9614580221093565,101
MSitAE-MAY-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6910,0,1234,14,0,0,2168,0,0,4,0,0,319,97,2395,0,0,711,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,31.37481910274964,34.023763648041104,38.22223340065699,0,42.2643235194751,10.950545921644196,101
MSitAE-JUNE-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6764,0,1129,16,0,0,2228,0,0,1,0,0,342,155,2281,0,0,612,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,32.939089296274396,31.37481910274964,33.53640638052949,0,42.2643235194751,-2.11287988422576,101
MSitAE-JULY-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6907,0,1176,0,0,0,2271,0,0,0,0,0,241,73,2056,0,0,305,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,32.87968727378022,32.939089296274396,32.779224015688385,0,42.2643235194751,2.1141336487285667,101
