Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,source_file,Period_clean,Period_date,month,year,breach_rate,prev_month_breach,rolling_3m_avg,is_winter,trust_hist_avg,attendance_change,trust_encoded
MSitAE-APRIL-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,8802,0,0,0,0,0,3416,0,0,0,0,0,482,8,2671,0,0,720,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,38.80936150874801,,,0,40.90575167941613,,2
MSitAE-MAY-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9693,0,0,0,0,0,3607,0,0,0,0,0,546,8,2876,0,0,694,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,37.21242133498401,38.80936150874801,,0,40.90575167941613,10.122699386503076,2
MSitAE-JUNE-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9744,0,0,0,0,0,3805,0,0,0,0,0,532,8,2941,0,0,687,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,39.04967159277504,37.21242133498401,38.010891421866006,0,40.90575167941613,0.5261528938409255,2
MSitAE-JULY-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9314,0,0,0,0,0,3439,0,0,0,0,0,542,3,2832,0,0,474,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,36.92291174575907,39.04967159277504,38.35715147883568,0,40.90575167941613,-4.41297208538588,2
MSitAE-AUGUST-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9018,0,0,0,0,0,3635,0,0,0,0,0,831,4,2722,0,0,594,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,40.30827234420048,36.92291174575907,37.72833489117271,0,40.90575167941613,-3.178011595447716,2
MSitAE-SEPTEMBER-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9284,0,0,0,0,0,3714,0,0,0,0,0,719,6,2544,0,0,462,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,40.004308487720806,40.30827234420048,38.7602852275782,0,40.90575167941613,2.9496562430694206,2
MSitAE-OCTOBER-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9877,0,0,0,0,0,4268,0,0,0,0,0,863,4,2773,0,0,417,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,43.2115014680571,40.004308487720806,39.078497525893454,1,40.90575167941613,6.387333046100818,2
MSitAE-NOVEMBER-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9935,0,0,0,0,0,4539,0,0,0,0,0,977,5,2417,0,0,364,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,45.686965274282834,43.2115014680571,41.1746940999928,1,40.90575167941613,0.5872228409436131,2
MSitAE-DECEMBER-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9808,0,0,0,0,0,4508,0,0,0,0,0,931,47,2556,0,0,401,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,45.96247960848287,45.686965274282834,42.96759174335358,1,40.90575167941613,-1.2783090085556115,2
MSitAE-JANUARY-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9823,0,0,0,0,0,4353,0,0,0,0,0,844,215,2579,0,0,436,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,44.314364247175,45.96247960848287,44.953648783607605,1,40.90575167941613,0.1529363784665616,2
MSitAE-FEBRUARY-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9479,0,0,0,0,0,3625,0,0,0,0,0,694,269,2850,0,0,450,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,38.242430636143055,44.314364247175,45.321269709980236,1,40.90575167941613,-3.5019851369235466,2
MSitAE-MARCH-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10373,0,0,0,0,0,3438,0,0,0,0,0,669,233,3121,0,0,453,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,33.14373855201003,38.242430636143055,42.839758163933645,0,40.90575167941613,9.431374617575683,2
MSitAE-APRIL-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9838,0,0,0,0,0,3220,0,0,0,0,0,630,172,3140,0,0,604,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,32.73022972148811,33.14373855201003,38.5668444784427,0,40.90575167941613,-5.157620746167934,2
MSitAE-MAY-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10511,0,0,0,0,0,3663,0,0,0,0,0,736,203,3201,0,0,588,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,34.84920559413947,32.73022972148811,34.70546630321373,0,40.90575167941613,6.840821305143319,2
MSitAE-JUNE-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10146,0,0,0,0,0,3211,0,0,0,0,0,582,142,2939,0,0,556,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,31.64794007490637,34.84920559413947,33.574391289212535,0,40.90575167941613,-3.472552563980591,2
MSitAE-JULY-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10039,0,0,0,0,0,3151,0,0,0,0,0,619,182,2938,0,0,543,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,31.38758840521964,31.64794007490637,33.07579179684465,0,40.90575167941613,-1.0546027991326645,2
MSitAE-AUGUST-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9097,0,0,0,0,0,2779,0,0,0,0,0,455,137,2698,0,0,555,Monthly-AE-August-2024.csv,AUGUST-2024,2024-08-01,8,2024,30.54853248323623,31.38758840521964,32.62824469142182,0,40.90575167941613,-9.38340472158582,2
MSitAE-SEPTEMBER-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9511,0,0,0,0,0,3084,0,0,0,0,0,474,251,2648,0,0,620,Monthly-AE-September-2024.csv,SEPTEMBER-2024,2024-09-01,9,2024,32.425612448743564,30.54853248323623,31.19468698778741,0,40.90575167941613,4.550950862921832,2
MSitAE-OCTOBER-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10318,0,0,0,0,0,3390,0,0,0,0,0,465,385,2878,0,0,584,Monthly-AE-October-2024-revised.csv,OCTOBER-2024,2024-10-01,10,2024,32.85520449699554,32.425612448743564,31.45391111239981,1,40.90575167941613,8.484912206918317,2
MSitAE-NOVEMBER-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10468,0,0,0,0,0,3559,0,0,0,0,0,539,329,2769,0,0,509,Monthly-AE-November-2024-revised.csv,NOVEMBER-2024,2024-11-01,11,2024,33.998853649216656,32.85520449699554,31.943116476325113,1,40.90575167941613,1.4537701104865297,2
MSitAE-DECEMBER-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10917,0,0,0,0,0,4022,0,0,0,0,0,558,336,2838,0,0,552,Monthly-AE-December-2024.csv,DECEMBER-2024,2024-12-01,12,2024,36.84162315654484,33.998853649216656,33.09322353165192,1,40.90575167941613,4.289262514329395,2
MSitAE-JANUARY-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10059,0,0,0,0,0,3370,0,0,0,0,0,441,521,2810,0,0,725,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,33.50233621632369,36.84162315654484,34.56522710091901,1,40.90575167941613,-7.8593020060456205,2
MSitAE-FEBRUARY-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9225,0,0,0,0,0,3070,0,0,0,0,0,464,289,2499,0,0,584,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,33.27913279132792,33.50233621632369,34.780937674028394,1,40.90575167941613,-8.291082612585743,2
MSitAE-MARCH-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10757,0,0,0,0,0,3695,0,0,0,0,0,528,231,2884,0,0,678,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,34.34972575997025,33.27913279132792,34.54103072139882,0,40.90575167941613,16.607046070460708,2
MSitAE-APRIL-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6744,0,8207,0,0,0,3640,0,149,0,0,0,548,183,2772,0,0,606,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,53.97390272835113,34.34972575997025,33.71039825587395,0,40.90575167941613,-37.30594031793251,2
MSitAE-MAY-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7315,0,3197,0,0,0,3562,0,33,0,0,0,636,145,3022,0,0,662,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,48.694463431305536,53.97390272835113,40.53425375988309,0,40.90575167941613,8.466785290628698,2
MSitAE-JUNE-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7124,0,3048,0,0,0,3452,0,26,0,0,0,584,183,2807,0,0,725,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,48.45592363840539,48.694463431305536,45.6726973065423,0,40.90575167941613,-2.6110731373889307,2
MSitAE-JULY-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7470,0,3010,0,0,0,3498,0,25,0,0,0,478,133,2893,0,0,712,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,46.82730923694779,48.45592363840539,50.374763266020686,0,40.90575167941613,4.856822010106687,2
MSitAE-AUGUST-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6990,0,2820,0,0,0,3499,0,31,0,0,0,535,118,2774,0,0,583,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,50.05722460658083,46.82730923694779,47.992565435552905,0,40.90575167941613,-6.425702811244982,2
MSitAE-SEPTEMBER-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7056,0,2773,0,0,0,3397,0,23,0,0,0,518,299,2887,0,0,624,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,48.14342403628118,50.05722460658083,48.44681916064467,0,40.90575167941613,0.9442060085836923,2
MSitAE-OCTOBER-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7513,0,2868,0,0,0,3785,0,16,0,0,0,596,361,3046,0,0,628,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,50.37934247304672,48.14342403628118,48.34265262660327,1,40.90575167941613,6.476757369614505,2
MSitAE-NOVEMBER-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7533,0,2830,0,0,0,3455,0,25,0,0,0,521,325,3065,0,0,557,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,45.86486127704766,50.37934247304672,49.526663705302916,1,40.90575167941613,0.2662052442433005,2
MSitAE-DECEMBER-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7785,0,2532,0,0,0,3911,0,12,0,0,0,596,359,3057,0,0,481,December-2025-CSV-K7F4Sp.csv,DECEMBER-2025,2025-12-01,12,2025,50.237636480411055,45.86486127704766,48.12920926212519,1,40.90575167941613,3.3452807646356053,2
MSitAE-JANUARY-2026,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7877,0,2653,0,0,0,4216,0,42,0,0,0,574,424,3049,0,0,593,January-2026-CSV-S6H81b.csv,JANUARY-2026,2026-01-01,1,2026,53.522914815285006,50.237636480411055,48.827280076835144,1,40.90575167941613,1.1817597944765668,2
MSitAE-FEBRUARY-2026,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6942,0,2493,0,0,0,3607,0,36,0,0,0,446,452,2844,0,0,506,February-2026-CSV-Dl8t54.csv,FEBRUARY-2026,2026-02-01,2,2026,51.959089599539034,53.522914815285006,49.8751375242479,1,40.90575167941613,-11.870001269518848,2
MSitAE-MARCH-2026,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7809,0,2837,0,0,0,3374,0,28,0,0,0,569,311,2554,0,0,430,March-2026-CSV-G49lw.csv,MARCH-2026,2026-03-01,3,2026,43.20655653732872,51.959089599539034,51.90654696507837,0,40.90575167941613,12.48919619706137,2
MSitAE-APRIL-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10876,2144,13038,0,0,0,6568,420,3378,0,0,0,716,722,4526,0,0,377,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,60.38984920926811,,,0,47.00867379793695,,3
MSitAE-MAY-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11270,2338,14322,0,0,0,6713,486,4383,0,0,0,816,810,5511,0,0,437,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,59.56521739130435,60.38984920926811,,0,47.00867379793695,3.6226553880102985,3
MSitAE-JUNE-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11154,2464,13178,0,0,0,5927,638,4470,0,0,0,672,611,6185,0,0,454,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,53.13788775327237,59.56521739130435,59.977533300286225,0,47.00867379793695,-1.0292812777284777,3
MSitAE-JULY-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11606,2580,11948,0,0,0,5658,485,3480,0,0,0,558,310,6828,0,0,396,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,48.75064621747372,53.13788775327237,57.697651451281615,0,47.00867379793695,4.052357898511749,3
MSitAE-AUGUST-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11187,2341,10922,0,0,0,5635,431,2696,0,0,0,649,471,6867,0,0,396,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,50.37096630016984,48.75064621747372,53.81791712068348,0,47.00867379793695,-3.610201619851805,3
MSitAE-SEPTEMBER-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11579,2361,11217,0,0,0,5642,489,2731,0,0,0,604,624,6953,0,0,419,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,48.726142153899296,50.37096630016984,50.75316675697198,0,47.00867379793695,3.5040672208813906,3
MSitAE-OCTOBER-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12052,2281,11376,0,0,0,6110,402,1747,0,0,0,683,587,7268,0,0,430,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,50.69697975439761,48.726142153899296,49.28258489051429,1,47.00867379793695,4.08498143190259,3
MSitAE-NOVEMBER-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12638,2126,12047,0,0,0,6301,493,1595,0,0,0,615,740,7301,0,0,405,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,49.85757240069631,50.69697975439761,49.931362736155585,1,47.00867379793695,4.862263524726185,3
MSitAE-DECEMBER-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12824,2207,13097,0,0,0,6369,335,1136,0,0,0,780,587,7509,0,0,371,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,49.66469120399251,49.85757240069631,49.760231436331075,1,47.00867379793695,1.4717518594714374,3
MSitAE-JANUARY-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12768,2424,13676,0,0,0,6303,476,705,0,0,0,731,528,7503,0,0,348,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,49.3656015037594,49.66469120399251,50.07308111969547,1,47.00867379793695,-0.4366812227074246,3
MSitAE-FEBRUARY-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12499,2403,13269,0,0,0,5924,680,417,0,0,0,687,604,7225,0,0,379,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,47.395791663333064,49.3656015037594,49.629288369482744,1,47.00867379793695,-2.106829573934832,3
MSitAE-MARCH-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13244,2485,14761,0,0,0,6042,423,374,0,0,0,737,715,7810,0,0,461,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,45.62065841135608,47.395791663333064,48.80869479036166,0,47.00867379793695,5.960476838147044,3
MSitAE-APRIL-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12585,2426,13415,0,0,0,5543,378,292,0,0,0,721,657,7837,0,0,475,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,44.044497417560585,45.62065841135608,47.46068385948285,0,47.00867379793695,-4.975838115373,3
MSitAE-MAY-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13446,2462,14302,0,0,0,5652,413,182,0,0,0,715,734,8145,0,0,427,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,42.03480589022758,44.044497417560585,45.68698249741658,0,47.00867379793695,6.841477949940411,3
MSitAE-JUNE-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13032,2325,13414,0,0,0,5452,321,162,0,0,0,708,484,7671,0,0,369,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,41.835481890730506,42.03480589022758,43.899987239714754,0,47.00867379793695,-3.078982597054891,3
MSitAE-JULY-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12880,2370,13516,0,0,0,5125,365,159,0,0,0,717,633,7649,0,0,449,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,39.79037267080746,41.835481890730506,42.63826173283956,0,47.00867379793695,-1.1663597298956385,3
MSitAE-AUGUST-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11649,2203,11348,0,0,0,4999,249,69,0,0,0,620,630,7338,0,0,374,Monthly-AE-August-2024.csv,AUGUST-2024,2024-08-01,8,2024,42.91355481157181,39.79037267080746,41.22022015058852,0,47.00867379793695,-9.557453416149064,3
MSitAE-SEPTEMBER-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12549,2408,12453,0,0,0,5513,318,97,0,0,0,693,618,7657,0,0,386,Monthly-AE-September-2024.csv,SEPTEMBER-2024,2024-09-01,9,2024,43.93178739341781,42.91355481157181,41.51313645770326,0,47.00867379793695,7.725985063095542,3
MSitAE-OCTOBER-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13771,2423,13337,0,0,0,6197,322,153,0,0,0,759,753,8228,0,0,380,Monthly-AE-October-2024-revised.csv,OCTOBER-2024,2024-10-01,10,2024,45.00036308183864,43.93178739341781,42.21190495859903,1,47.00867379793695,9.737827715355806,3
MSitAE-NOVEMBER-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13817,2346,13830,0,0,0,6410,339,145,0,0,0,728,709,8036,0,0,377,Monthly-AE-November-2024-revised.csv,NOVEMBER-2024,2024-11-01,11,2024,46.39212564232467,45.00036308183864,43.94856842894276,1,47.00867379793695,0.3340352915547129,3
MSitAE-DECEMBER-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",14055,2222,14557,0,0,0,6446,184,174,0,0,0,727,951,7952,0,0,411,Monthly-AE-December-2024.csv,DECEMBER-2024,2024-12-01,12,2024,45.86268231945927,46.39212564232467,45.10809203919371,1,47.00867379793695,1.7225157414778813,3
MSitAE-JANUARY-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13814,2497,14157,0,0,0,6286,360,143,0,0,0,698,1064,8389,0,0,426,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,45.50456059070508,45.86268231945927,45.75172368120752,1,47.00867379793695,-1.7146922803272902,3
MSitAE-FEBRUARY-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12433,2272,13441,0,0,0,6017,366,143,0,0,0,615,816,7312,0,0,437,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,48.39539934046489,45.50456059070508,45.91978951749635,1,47.00867379793695,-9.997104386853916,3
MSitAE-MARCH-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13687,2482,15017,0,0,0,6204,385,151,0,0,0,695,928,8016,0,0,415,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,45.327683203039385,48.39539934046489,46.58754741687642,0,47.00867379793695,10.086061288506398,3
MSitAE-APRIL-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13402,2255,14066,0,0,0,5899,297,197,0,0,0,713,795,8133,0,0,407,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,44.01581853454708,45.327683203039385,46.409214378069784,0,47.00867379793695,-2.0822678454007426,3
MSitAE-MAY-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13616,2405,14880,0,0,0,5949,283,197,0,0,0,735,642,8247,0,0,370,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,43.69124559341951,44.01581853454708,45.91296702601712,0,47.00867379793695,1.596776600507388,3
MSitAE-JUNE-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13369,2355,14694,0,0,0,5954,246,240,0,0,0,712,586,7737,0,0,367,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,44.53586655696013,43.69124559341951,44.344915777001994,0,47.00867379793695,-1.814042303172736,3
MSitAE-JULY-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13723,2456,14448,0,0,0,5570,364,213,0,0,0,604,612,8402,0,0,361,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,40.58879253807476,44.53586655696013,44.08097689497557,0,47.00867379793695,2.6479168224998073,3
MSitAE-AUGUST-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12899,2312,12956,0,0,0,5551,357,91,0,0,0,613,677,7895,0,0,330,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,43.03434374757733,40.58879253807476,42.93863489615146,0,47.00867379793695,-6.0045179625446305,3
MSitAE-SEPTEMBER-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13173,2366,13732,0,0,0,5665,364,116,0,0,0,646,772,8096,0,0,355,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,43.0046306839748,43.03434374757733,42.71966761420407,0,47.00867379793695,2.1241956740832624,3
MSitAE-OCTOBER-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",14159,2354,14559,0,0,0,6429,292,179,0,0,0,690,949,8510,0,0,394,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,45.40574899357299,43.0046306839748,42.2092556565423,1,47.00867379793695,7.48500721172094,3
MSitAE-NOVEMBER-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13220,2250,14696,0,0,0,7908,719,219,0,0,0,583,829,4009,0,0,1889,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,59.81845688350983,45.40574899357299,43.81490780837504,1,47.00867379793695,-6.631824281375809,3
